from club,to club,league,player name,age,position,fee,transfer type,period,year,season,tranfer between
FC Barcelona,Sevilla FC,Primera Division,Ivan Rakitic,32,Central Midfield,3.15M,sold,Summer,2020,2020/2021,local
FC Barcelona,Villarreal CF,Primera Division,Jorge Cuenca,20,Centre-Back,2.25M,sold,Summer,2020,2020/2021,local
FC Barcelona,Wolverhampton Wanderers,Premier League,Nélson Semedo,26,Right-Back,28.8M,sold,Summer,2020,2020/2021,international
FC Barcelona,Wolves,Primera Division,Nélson Semedo,26,Right-Back,28.8M,sold,Summer,2020,2020/2021,international
FC Bayern,FC Barcelona,Primera Division,Philippe Coutinho,28,Attacking Midfield,NA,on loan,Summer,2020,2020/2021,international
FC Schalke 04,FC Barcelona,1 Bundesliga,Jean-Clair Todibo,20,Centre-Back,NA,on loan,Summer,2020,2020/2021,international
FC Schalke 04,FC Barcelona,1 Bundesliga,Juan Miranda,20,Left-Back,NA,on loan,Summer,2020,2020/2021,international
Getafe CF,FC Barcelona,Primera Division,Marc Cucurella,21,Left-Back,NA,on loan,Summer,2020,2020/2021,local
Juventus FC,FC Barcelona,Serie A,Miralem Pjanic,30,Central Midfield,54.0M,sold,Summer,2020,2020/2021,international
OGC Nice,FC Barcelona,Primera Division,Moussa Wagué,21,Right-Back,NA,on loan,Summer,2020,2020/2021,international
PAOK Salonika,FC Barcelona,Primera Division,Moussa Wagué,22,Right-Back,NA,on loan,Winter,2020,2020/2021,international
Real Betis Balompié,FC Barcelona,Primera Division,Carles Aleñá,22,Central Midfield,NA,on loan,Summer,2020,2020/2021,local
SC Braga,FC Barcelona,Liga Nos,Abel Ruiz,20,Centre-Forward,NA,on loan,Summer,2020,2020/2021,international
SC Braga,FC Barcelona,Primera Division,Francisco Trincão,20,Right Winger,27.9M,sold,Summer,2020,2020/2021,international
SL Benfica,FC Barcelona,Primera Division,Jean-Clair Todibo,21,Centre-Back,NA,on loan,Winter,2020,2020/2021,international
Twente Enschede FC,FC Barcelona,Eredivisie,Oriol Busquets,21,Defensive Midfield,NA,on loan,Summer,2020,2020/2021,international
UD Las Palmas,FC Barcelona,Primera Division,Pedri,17,Central Midfield,NA,on loan,Summer,2020,2020/2021,local
FC Barcelona,Atlético Madrid,Primera Division,Antoine Griezmann,30,Second Striker,NA,on loan,Summer,2021,2021/2022,local
FC Barcelona,Atlético de Madrid,Primera Division,Antoine Griezmann,30,Second Striker,NA,on loan,Summer,2021,2021/2022,local
FC Barcelona,Besiktas,Primera Division,Miralem Pjanic,31,Central Midfield,NA,on loan,Summer,2021,2021/2022,international
FC Barcelona,Clermont Foot 63,Ligue 1,Oriol Busquets,22,Defensive Midfield,NA,sold,Summer,2021,2021/2022,international
FC Barcelona,FC Barcelona,Primera Division,Nico González,19,Central Midfield,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,FC Barcelona,Primera Division,Álex Collado,22,Right Winger,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,FC Barcelona,Primera Division,Gavi,16,Central Midfield,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,FC Barcelona,Primera Division,Ez Abde,19,Left Winger,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,Getafe CF,Primera Division,Carles Aleñá,23,Central Midfield,4.5M,sold,Summer,2021,2021/2022,local
FC Barcelona,Granada CF,Primera Division,Álex Collado,22,Right Winger,NA,on loan,Winter,2021,2021/2022,local
FC Barcelona,Granada CF,Primera Division,Monchu,21,Central Midfield,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,Leeds United,Premier League,Junior Firpo,24,Left-Back,13.5M,sold,Summer,2021,2021/2022,international
FC Barcelona,OGC Nice,Primera Division,Jean-Clair Todibo,21,Centre-Back,7.65M,sold,Summer,2021,2021/2022,international
FC Barcelona,Olympique Marseille,Ligue 1,Konrad de la Fuente,19,Left Winger,2.7M,sold,Summer,2021,2021/2022,international
FC Barcelona,Palmeiras,Primera Division,Matheus Fernandes,23,Central Midfield,NA,sold,Summer,2021,2021/2022,international
FC Barcelona,Paris SG,Primera Division,Lionel Messi,34,Right Winger,NA,sold,Summer,2021,2021/2022,international
FC Barcelona,Paris Saint-Germain,Ligue 1,Lionel Messi,34,Right Winger,NA,sold,Summer,2021,2021/2022,international
FC Barcelona,RB Leipzig,1 Bundesliga,Ilaix Moriba,18,Central Midfield,14.4M,sold,Summer,2021,2021/2022,international
FC Barcelona,Real Betis Balompié,Primera Division,Juan Miranda,21,Left-Back,NA,sold,Summer,2021,2021/2022,local
FC Barcelona,Retired,Primera Division,Sergio Agüero,33,Centre-Forward,NA,sold,Winter,2021,2021/2022,international
FC Barcelona,Spezia Calcio,Serie A,Rey Manaj,24,Centre-Forward,0.27M,on loan,Summer,2021,2021/2022,international
FC Barcelona,Spurs,Primera Division,Emerson Royal,22,Right-Back,22.5M,sold,Summer,2021,2021/2022,international
FC Barcelona,Tottenham Hotspur,Premier League,Emerson Royal,22,Right-Back,22.5M,sold,Summer,2021,2021/2022,international
FC Barcelona,Wolverhampton Wanderers,Premier League,Francisco Trincão,21,Right Winger,5.4M,on loan,Summer,2021,2021/2022,international
FC Barcelona,Wolves,Primera Division,Francisco Trincão,21,Right Winger,5.4M,on loan,Summer,2021,2021/2022,international
Getafe CF,FC Barcelona,Primera Division,Carles Aleñá,23,Central Midfield,NA,on loan,Summer,2021,2021/2022,local
Girona FC,FC Barcelona,Primera Division,Monchu,21,Central Midfield,NA,on loan,Summer,2021,2021/2022,local
Man City,FC Barcelona,Primera Division,Eric García,20,Centre-Back,NA,sold,Summer,2021,2021/2022,international
Man City,FC Barcelona,Primera Division,Ferran Torres,21,Right Winger,49.5M,sold,Winter,2021,2021/2022,international
Man City,FC Barcelona,Primera Division,Sergio Agüero,33,Centre-Forward,NA,sold,Summer,2021,2021/2022,international
Manchester City,FC Barcelona,Premier League,Eric García,20,Centre-Back,NA,sold,Summer,2021,2021/2022,international
Manchester City,FC Barcelona,Premier League,Ferran Torres,21,Right Winger,49.5M,sold,Winter,2021,2021/2022,international
Manchester City,FC Barcelona,Premier League,Sergio Agüero,33,Centre-Forward,NA,sold,Summer,2021,2021/2022,international
OGC Nice,FC Barcelona,Primera Division,Jean-Clair Todibo,21,Centre-Back,NA,on loan,Summer,2021,2021/2022,international
Olympique Lyon,FC Barcelona,Primera Division,Memphis Depay,27,Centre-Forward,NA,sold,Summer,2021,2021/2022,international
Paris Saint-Germain,FC Barcelona,Ligue 1,Kays Ruiz-Atil,18,Central Midfield,NA,sold,Summer,2021,2021/2022,international
Rapid Vienna,FC Barcelona,Primera Division,Yusuf Demir,18,Right Winger,0.45M,on loan,Summer,2021,2021/2022,international
Real Betis Balompié,FC Barcelona,Primera Division,Juan Miranda,21,Left-Back,NA,on loan,Summer,2021,2021/2022,local
Real Betis Balompié,FC Barcelona,Primera Division,Emerson Royal,22,Right-Back,12.6M,sold,Summer,2021,2021/2022,local
Sevilla FC,FC Barcelona,Primera Division,Luuk de Jong,31,Centre-Forward,NA,on loan,Summer,2021,2021/2022,local
Without Club,FC Barcelona,Primera Division,Dani Alves,38,Right-Back,NA,sold,Winter,2021,2021/2022,international
